Ticker,Ticker_Long_Form,Direction,Exposure (%),P/L (%),Total Value (%),Username
BTC,Bitcoin,Long,0.95,184.28,2.73,postmanuk
NN.NV,NN Group NV,Long,0.95,-10.94,0.86,postmanuk
NWL,Newell Brands Inc.,Long,0.95,1.82,0.98,postmanuk
KLAC,KLA Corporation,Long,0.95,1.94,0.98,postmanuk
NXPI,NXP Semiconductors,Long,0.95,2.76,0.99,postmanuk
O,Realty Income Corp,Long,0.95,-12.96,0.84,postmanuk
BNP.PA,BNP Paribas SA,Long,0.95,-9.86,0.87,postmanuk
ACN,Accenture PLC,Long,0.95,9.92,1.06,postmanuk
CVX,Chevron,Long,0.95,-2.06,0.94,postmanuk
META,Meta Platforms Inc,Long,0.95,18.72,1.14,postmanuk
BND,Vanguard Total Bond Market ETF,Long,0.95,-3.86,0.92,postmanuk
IIPR,Innovative Industrial Properties Inc. A,Long,0.95,-3.97,0.92,postmanuk
AMPX,Amprius Technologies Inc,Long,0.94,-13.42,0.83,postmanuk
WSR,Whitestone REIT,Long,0.76,10.07,0.85,postmanuk
SRPT,Sarepta Therapeutics Inc,Long,0.76,2.88,0.79,postmanuk
ASRNL.NV,ASR Nederland NV,Long,0.76,-3.58,0.74,postmanuk
WPC,WP Carey Inc,Long,0.76,-11.85,0.68,postmanuk
APAM,Artisan Partners Asset Management Inc.,Long,0.76,2.85,0.79,postmanuk
WCH.DE,Wacker Chemie AG,Long,0.76,-23.33,0.59,postmanuk
CRI,Carter's,Long,0.76,1.15,0.78,postmanuk
SIE.DE,Siemens Aktiengesellschaft,Long,0.76,1.7,0.78,postmanuk
PBR,Petroleo Brasileiro SA Petrobras-ADR,Long,0.76,-7.22,0.71,postmanuk
BLK,BlackRock Inc,Long,0.76,16.83,0.9,postmanuk
AZM.MI,Azimut Holding,Long,0.76,2.73,0.79,postmanuk
DB,Deutsche-Bank,Long,0.76,10.53,0.85,postmanuk
GE,General Electric Co,Long,0.76,-7.4,0.71,postmanuk
MSFT,Microsoft,Long,0.76,8.72,0.84,postmanuk
BLV,Vanguard Long-Term Bond ETF,Long,0.76,-7.53,0.71,postmanuk
AGG,iShares Core U.S. Aggregate Bond ETF,Long,0.76,-4.55,0.73,postmanuk
BOND,PIMCO Active Bond Exchange-Traded Fund,Long,0.76,-3.65,0.74,postmanuk
RIOT,Riot Platforms Inc,Long,0.57,3.5,0.6,postmanuk
EWBC,East West Bancorp Inc.,Long,0.57,-1.17,0.57,postmanuk
GSK,GlaxoSmithKline plc ADR,Long,0.57,-9.57,0.52,postmanuk
LAC,Lithium Americas Corp,Long,0.57,-19.37,0.46,postmanuk
HIVE,Hive Digital Technologies Ltd,Long,0.57,-14.33,0.49,postmanuk
ARR,ARMOUR Residential REIT Inc,Long,0.57,-11.57,0.51,postmanuk
EPR,EPR Properties,Long,0.57,5.93,0.61,postmanuk
ONL,Orion Office Reit Inc.,Long,0.57,-22.33,0.45,postmanuk
IBKR,Interactive Brokers Group,Long,0.57,39.83,0.81,postmanuk
SHOP,Shopify Inc.,Long,0.57,1.47,0.58,postmanuk
DWS.DE,DWS Group GmbH & Co KGaA,Long,0.57,4.9,0.6,postmanuk
QDVP.DE,iShares US Mortgage Backed Securities UCITS ETF,Long,0.57,-3.77,0.55,postmanuk
MAA,Mid-America Apartment Communities Inc.,Long,0.57,10.73,0.64,postmanuk
NDA_SE.ST,Nordea Bank AB,Long,0.57,-2.7,0.56,postmanuk
LRCX,Lam Research Corp,Long,0.57,-16.43,0.48,postmanuk
DB1.DE,Deutsche Boerse AG,Long,0.57,2.87,0.59,postmanuk
TXN,Texas Instruments Inc,Long,0.57,8.0,0.62,postmanuk
KMB,Kimberly-Clark Corp,Long,0.57,4.7,0.6,postmanuk
PEP,PepsiCo,Long,0.57,-7.27,0.53,postmanuk
IBM,International Business Machines Corporation (IBM),Long,0.57,30.5,0.75,postmanuk
VTIP,Vanguard Short-Term Inflation-Protected Securities ETF,Long,0.57,-1.87,0.57,postmanuk
IUSB,iShares Core Total USD Bond Market ETF,Long,0.57,-2.27,0.56,postmanuk
SHY,iShares 1-3 Year Treasury Bond ETF,Long,0.57,-1.13,0.57,postmanuk
AMGN,Amgen Inc,Long,0.57,-16.34,0.48,postmanuk
LTRX,Lantronix Inc,Long,0.57,27.92,0.74,postmanuk
LQD,iShares iBoxx $ Investment Grade Corporate Bond ETF,Long,0.57,-3.8,0.55,postmanuk
IBTF,iShares iBonds Dec 2025 Term Treasury ETF,Long,0.57,-0.4,0.57,postmanuk
GLBS,Globus Maritime Ltd,Long,0.56,-26.08,0.42,postmanuk
PRCH,Porch Group Inc.,Long,0.38,15.7,0.44,postmanuk
FRT,Federal Realty Investment Trust,Long,0.38,19.45,0.46,postmanuk
ZS,Zscaler Inc,Long,0.38,2.4,0.39,postmanuk
BITF,Bitfarms Ltd,Long,0.38,-7.45,0.36,postmanuk
BBAI,Bigbear.Ai Holdings Inc,Long,0.38,-14.35,0.33,postmanuk
LTC.US,LTC Properties Inc.,Long,0.38,-9.4,0.35,postmanuk
DELL,Dell Technologies Inc C,Long,0.38,-13.35,0.33,postmanuk
TROW,T Rowe Price Group Inc,Long,0.38,3.25,0.4,postmanuk
SNA2.DE,iShares Treasury Bond UCITS ETF,Long,0.38,-2.6,0.37,postmanuk
ALLY,Ally Financial Inc,Long,0.38,-0.35,0.38,postmanuk
GLPI,Gaming and Leisure,Long,0.38,0.95,0.39,postmanuk
PRU,Prudential Financial Inc,Long,0.38,-2.85,0.37,postmanuk
OKE,ONEOK Inc,Long,0.38,6.65,0.41,postmanuk
F,Ford Motor Co,Long,0.38,-8.1,0.35,postmanuk
SMCI,"Super Micro Computer, Inc",Long,0.38,-18.0,0.32,postmanuk
GD,General Dynamics Corp,Long,0.38,9.0,0.42,postmanuk
UPS,United Parcel Service Inc,Long,0.38,1.85,0.39,postmanuk
PG,Procter & Gamble Co,Long,0.38,2.3,0.39,postmanuk
EPD,Enterprise Products Partners LP,Long,0.38,6.51,0.41,postmanuk
MAIN,Main Street Capital Corp.,Long,0.19,66.9,0.32,postmanuk
WOOF,Petco Health & Wellness Company Inc,Long,0.19,-25.8,0.14,postmanuk
NWN,Northwest Natural Holding Company,Long,0.19,-0.6,0.19,postmanuk
CPT,Camden Property Trust,Long,0.19,38.3,0.27,postmanuk
NXST,Nexstar Media Group Inc,Long,0.19,-1.4,0.19,postmanuk
ADC,Agree Realty Corp,Long,0.19,19.4,0.23,postmanuk
ESS,Essex Property Trust Inc,Long,0.19,43.1,0.27,postmanuk
LII,Lennox International Inc,Long,0.19,138.2,0.46,postmanuk
DLR,Digital Realty Trust Inc,Long,0.19,84.1,0.35,postmanuk
CTAS,Cintas Corp,Long,0.19,22.6,0.24,postmanuk
SPG,Simon Property Group Inc,Long,0.19,81.6,0.35,postmanuk
GWW,WW Grainger Inc,Long,0.19,73.7,0.33,postmanuk
PKG,Packaging Corp of America,Long,0.19,84.8,0.35,postmanuk
PSA,Public Storage,Long,0.19,25.7,0.24,postmanuk
CME,CME Group,Long,0.19,19.9,0.23,postmanuk
APD,Air Products & Chemicals Inc,Long,0.19,43.2,0.28,postmanuk
COST,Costco Wholesale Corp,Long,0.19,101.8,0.39,postmanuk
ETR,Entergy Corp,Long,0.19,54.0,0.3,postmanuk
ABBV,AbbVie Inc,Long,0.19,-4.4,0.18,postmanuk
USB,US Bancorp,Long,0.19,5.3,0.2,postmanuk
PNC,PNC Financial Services Group Inc,Long,0.19,75.4,0.34,postmanuk
GS,Goldman Sachs Group Inc,Long,0.19,90.8,0.37,postmanuk
PM,Philip Morris International Inc,Long,0.19,46.5,0.28,postmanuk
KO,Coca-Cola,Long,0.19,-6.4,0.18,postmanuk
JPM,JPMorgan Chase & Co,Long,0.19,75.8,0.34,postmanuk
HD,Home Depot Inc,Long,0.19,41.4,0.27,postmanuk
AMLP,Alerian MLP ETF,Long,0.19,-1.6,0.19,postmanuk
XLP,Consumer Staples Select Sector SPDR,Long,0.19,0.3,0.19,postmanuk
AGNC,AGNC Investment Corp,Long,23.46,-7.8,25.38,renoi974
ARR,ARMOUR Residential REIT Inc,Long,23.46,-38.92,16.81,renoi974
TQQQ,ProShares UltraPro QQQ,Long,3.77,0.17,4.43,renoi974
SPXL,Direxion Daily S&P 500 Bull 3X,Long,3.77,-0.74,4.39,renoi974
SOXL,Direxion Daily Semiconductors Bull 3x Shares,Long,3.77,-40.33,2.64,renoi974
UDOW,ProShares UltraPro Dow30,Long,3.77,-8.02,4.06,renoi974
UPRO,ProShares UltraPro S&P 500,Long,3.77,-0.33,4.4,renoi974
SSO,Proshares Ultra S&P 500,Long,3.77,-0.09,4.42,renoi974
SVXY,ProShares Short VIX Short-Term Futures ETF,Long,3.77,-12.44,3.87,renoi974
QYLD,Global X Nasdaq 100 Covered Call ETF,Long,3.52,-1.05,4.09,renoi974
SDIV,Global X SuperDividend ETF,Long,3.52,-18.71,3.36,renoi974
SCM,Stellus Capital Investment Corporation,Long,1.53,-4.47,1.71,renoi974
ORC,Orchid Island Ca,Long,1.53,-2.61,1.74,renoi974
IVV,iShares Core S&P 500 ETF,Long,1.17,-0.24,1.37,renoi974
VOOG,Vanguard S&P 500 Growth ETF,Long,1.17,-0.08,1.38,renoi974
SOXX,iShares Semiconductor ETF,Long,1.17,-13.65,1.19,renoi974
DIA.US,SPDR Dow Jones Industrial Average ETF Trust,Long,1.17,-2.65,1.34,renoi974
UVXY,ProShares Ultra VIX Short-Term Futures ETF,Long,0.74,-60.59,0.34,renoi974
SDOW,ProShares UltraPro Short Dow30,Long,0.74,-37.93,0.54,renoi974
SPXU,ProShares UltraPro Short S&P 500,Long,0.74,-46.37,0.47,renoi974
SQQQ,ProShares UltraPro Short QQQ,Long,0.74,-56.46,0.38,renoi974
POL,Polygon Ecosystem (ex Matic),Long,0.35,-29.98,0.29,renoi974
FIL,Filecoin,Long,0.35,-24.34,0.31,renoi974
HBAR,Hedera Hashgraph,Long,0.35,28.43,0.53,renoi974
RENDER,Render Token,Long,0.35,-4.36,0.4,renoi974
SHIBxM,Shiba (in millions),Long,0.35,-8.21,0.38,renoi974
FET,Fetch.ai,Long,0.35,-25.76,0.31,renoi974
DOGE,Dogecoin,Long,0.35,44.83,0.6,renoi974
ADA,Cardano,Long,0.35,6.95,0.44,renoi974
SUI,Sui,Long,0.35,21.88,0.5,renoi974
GRT,The Graph,Long,0.35,-5.94,0.39,renoi974
ZEC,ZCASH,Long,0.35,-9.61,0.37,renoi974
GALA,Gala V2,Long,0.35,-21.5,0.33,renoi974
MANA,Decentraland,Long,0.35,-12.6,0.36,renoi974
BNB,Build and Build,Long,0.35,6.34,0.44,renoi974
SOL,Solana,Long,0.35,129.49,0.95,renoi974
XRP,XRP,Long,0.35,133.19,0.97,renoi974
BTC,Bitcoin,Long,0.35,90.37,0.79,renoi974
TRX,TRON,Long,0.35,-1.56,0.41,renoi974
JTO,Jito,Long,0.35,-5.4,0.39,renoi974
ETH,Ethereum,Long,0.35,9.76,0.45,renoi974
NVDA,NVIDIA Corporation,Long,0.35,-5.95,0.39,renoi974
AAPL,Apple,Long,0.23,0.09,0.28,renoi974
TSLA,"Tesla Motors, Inc.",Long,0.23,0.38,0.28,renoi974
VONG,Vanguard Russell 1000 Growth ETF,Long,0.22,-0.08,0.26,renoi974
QQQ,Invesco QQQ,Long,0.22,0.06,0.26,renoi974
SPY,SPDR S&P 500 ETF,Long,0.22,-0.19,0.26,renoi974
IUSN.DE,iShares MSCI World Small Cap UCITS ETF,Long,0.15,-1.83,0.18,renoi974
SWDA.L,iShares Core MSCI World UCITS ETF,Long,0.15,0.28,0.18,renoi974
MNODL.L,MMC Norilsk Nickel OJSC-ADR,Long,0.12,-98.93,0.01,renoi974
GLD,SPDR Gold,Long,14.17,-2.05,10.12,nicolachirollo
ETH,Ethereum,Long,13.76,34.0,13.44,nicolachirollo
BTC,Bitcoin,Long,7.35,147.33,13.25,nicolachirollo
TQQQ,ProShares UltraPro QQQ,Long,4.92,53.8,5.51,nicolachirollo
UPRO,ProShares UltraPro S&P 500,Long,4.49,31.87,4.31,nicolachirollo
UDOW,ProShares UltraPro Dow30,Long,4.49,19.08,3.9,nicolachirollo
SOL,Solana,Long,2.5,84.13,3.36,nicolachirollo
TRX,TRON,Long,1.96,117.63,3.11,nicolachirollo
ADA,Cardano,Long,1.89,117.76,3.0,nicolachirollo
IWM,Ishares Russell 2000 ETF,Long,1.42,21.78,1.26,nicolachirollo
XRP,XRP,Long,1.42,204.27,3.14,nicolachirollo
META,Meta Platforms Inc,Long,0.98,96.71,1.41,nicolachirollo
AMZN,Amazon.com Inc,Long,0.91,78.07,1.18,nicolachirollo
MU,"Micron Technology, Inc.",Long,0.87,54.53,0.98,nicolachirollo
MA,Mastercard,Long,0.76,54.66,0.85,nicolachirollo
MSFT,Microsoft,Long,0.74,50.64,0.81,nicolachirollo
V,Visa,Long,0.71,53.09,0.79,nicolachirollo
GOOG,Alphabet,Long,0.56,49.21,0.61,nicolachirollo
JAZZ,Jazz Pharmaceuticals,Long,0.5,-12.22,0.32,nicolachirollo
BNB,Build and Build,Long,0.47,43.89,0.5,nicolachirollo
POL,Polygon Ecosystem (ex Matic),Long,0.47,40.77,0.48,nicolachirollo
MCD,McDonald's,Long,0.47,18.27,0.41,nicolachirollo
JNJ,Johnson & Johnson,Long,0.39,-10.94,0.25,nicolachirollo
SPOT,Spotify Technologies SA,Long,0.38,178.56,0.77,nicolachirollo
AMD,Advanced Micro Devices Inc,Long,0.38,4.33,0.29,nicolachirollo
CRWD,Crowdstrike Holdings,Long,0.38,109.58,0.58,nicolachirollo
VGK,Vanguard FTSE Europe ETF,Long,0.37,12.99,0.31,nicolachirollo
MELI,MercadoLibre,Long,0.36,35.06,0.36,nicolachirollo
WMT,Walmart Inc.,Long,0.35,101.64,0.52,nicolachirollo
CCJ,Cameco Corp,Long,0.35,150.55,0.65,nicolachirollo
OCUL,Ocular Therapeutix Inc,Long,0.33,31.2,0.32,nicolachirollo
AAPL,Apple,Long,0.33,54.2,0.37,nicolachirollo
STNE,StoneCo Ltd A,Long,0.33,-40.63,0.14,nicolachirollo
1810.HK,Xiaomi Corp,Long,0.28,33.27,0.28,nicolachirollo
PINS,Pinterest Inc,Long,0.28,-22.42,0.16,nicolachirollo
VTRS,Viatris Inc,Long,0.28,-9.92,0.19,nicolachirollo
CROX,Crocs Inc,Long,0.28,5.23,0.22,nicolachirollo
COIN,Coinbase Global Inc,Long,0.28,34.37,0.28,nicolachirollo
CRM,Salesforce Inc,Long,0.24,52.06,0.26,nicolachirollo
BKNG,Booking Holdings Inc,Long,0.24,132.32,0.4,nicolachirollo
NFLX,"Netflix, Inc.",Long,0.24,137.38,0.41,nicolachirollo
EA,"Electronic Arts, Inc.",Long,0.15,17.41,0.13,nicolachirollo
PDD,PDD Holdings Inc-ADR,Long,0.14,90.17,0.2,nicolachirollo
OGZDL.L,Gazprom OAO-ADR,Long,0.14,-85.27,0.02,nicolachirollo
TLH,iShares 10-20 Year Treasury Bond ETF,Long,4.37,-4.81,3.8,moberfel
TLT,iShares 20+ Year Treasury Bond ETF,Long,4.24,-6.72,3.61,moberfel
IEF,iShares 7-10 Year Treasury Bond ETF,Long,3.57,-2.59,3.17,moberfel
RWE.DE,RWE AG,Long,2.9,-8.98,2.41,moberfel
XLI,Industrial Select Sector SPDR,Long,2.9,7.64,2.85,moberfel
IPAC,iShares Core MSCI Pacific ETF,Long,2.81,0.64,2.58,moberfel
BND,Vanguard Total Bond Market ETF,Long,2.68,-0.82,2.42,moberfel
IEI,iShares 3-7 Year Treasury Bond ETF,Long,2.45,-0.93,2.22,moberfel
VOO,Vanguard S&P 500 ETF,Long,2.23,13.62,2.31,moberfel
EZU,iShares MSCI Eurozone ETF,Long,2.23,-2.41,1.99,moberfel
XLY,Consumer Discret Select Sector SPDR,Long,2.19,26.32,2.52,moberfel
CVE,Cenovus Energy Inc,Long,2.05,-7.37,1.74,moberfel
BTC,Bitcoin,Long,2.02,141.62,4.45,moberfel
CROX,Crocs Inc,Long,1.92,4.8,1.84,moberfel
BRK.B,Berkshire Hathaway Inc,Long,1.87,7.5,1.83,moberfel
ASO,Academy Sports and Outdoors Inc.,Long,1.85,6.84,1.81,moberfel
CIVI,Civitas Resources Inc.,Long,1.79,-23.75,1.24,moberfel
TMF,Direxion Daily 20 Year Plus Treasury Bull 3x Shares,Long,1.78,-21.51,1.28,moberfel
XLP,Consumer Staples Select Sector SPDR,Long,1.78,4.71,1.71,moberfel
XLV,The Health Care Select Sector SPDR Fund,Long,1.78,-6.29,1.53,moberfel
XLB,Materials Select Sector SPDR,Long,1.78,-2.67,1.59,moberfel
XLU,Utilities Select Sector SPDR,Long,1.78,6.44,1.73,moberfel
AMAT,Applied Materials Inc,Long,1.66,-5.52,1.44,moberfel
9988.HK,Alibaba Group Holding Ltd (Hong Kong),Long,1.56,4.82,1.49,moberfel
SCHD,Schwab US Dividend Equity ETF,Long,1.56,4.29,1.49,moberfel
TX,Ternium SA-ADR,Long,1.54,-17.07,1.17,moberfel
